cGPA,passed_percent,degree
2.0296218542296405,54.34460538290551,0.0
1.9825094637376957,31.72308931829849,0.0
2.25769310183969,55.65008449564658,0.0
1.691822169440016,42.01187967583968,0.0
2.3311263227439607,45.0739540766121,0.0
2.329236298212267,58.803638094393364,0.0
2.109118585480388,78.51464865749722,0.0
2.7228943823435543,60.11844635007327,0.0
2.5006837919284663,48.18284339393557,0.0
2.467978174888721,71.69294951947387,0.0
1.7272604572358379,55.53623907963913,0.0
2.1635516992101778,71.8624036244575,0.0
2.354501883417214,50.95147646022923,0.0
2.5437981495447843,47.346081482421084,0.0
2.372056868042952,56.433824032687596,0.0
2.3723901190966448,27.239779538751122,0.0
2.1888361318550036,66.8645294229014,0.0
1.9279445667379171,69.08587562596279,0.0
2.1194472102600006,79.14633052627863,0.0
2.5990920386602756,49.7812668042252,0.0
1.9541816745216387,50.12839935819096,0.0
2.220712933435184,56.56195741534009,0.0
2.646005199295205,62.263864686917316,0.0
2.328369120303959,38.06726195796148,0.0
2.0773962637557553,76.46885888689536,0.0
2.0834920562272465,57.70547730137628,0.0
2.3958614962575204,44.13281174776796,0.0
1.8628951545555097,39.78082919976549,0.0
2.446506710319591,56.67237172094099,0.0
2.081251665465075,39.178081284748146,0.0
2.3341532150915825,54.98996936504079,0.0
2.529862185760427,68.7503980861062,0.0
1.9310710790033223,33.994233626257994,0.0
2.207095404401274,38.79697731036168,0.0
2.0717737299122003,61.246356484587125,0.0
2.071848754156923,31.518745896572796,0.0
2.195803961671256,31.15644238977177,0.0
3.002130173344675,41.27020268469772,0.0
2.15746073006337,56.53341189577026,0.0
2.155989791361831,79.52622287683045,0.0
2.253174073895549,47.59915585952848,0.0
1.7234392513023291,59.51907127695608,0.0
2.4369191413346485,59.29421462239969,0.0
1.8989679630076015,47.98534831194587,0.0
2.349938845074478,45.47282579680518,0.0
2.154330663048423,39.272039088665395,0.0
2.403703792771088,56.92359862342988,0.0
2.306983762610095,72.39028300302209,0.0
2.0922182808240706,48.907149227256184,0.0
2.183028565968945,55.65621445956987,0.0
2.626298503560019,58.18973226015942,0.0
2.2915702055739686,63.3863394763718,0.0
2.2349543452343354,46.96000645291804,0.0
1.5960295230543817,50.08469579656389,0.0
2.104254226825697,53.475602970496766,0.0
2.7833874008286887,52.82292179715216,0.0
2.1658290787677767,18.92040379872458,0.0
2.2446515495549733,48.35577666551404,0.0
2.195456247750931,68.37554673420959,0.0
1.8280000788340534,42.222963230210496,0.0
1.9377783614878865,64.84483782392272,0.0
1.7468745379092958,71.55061799459645,0.0
2.0014922518204052,22.63488377951569,0.0
2.493726577981519,60.17305246031134,0.0
2.1535274896352217,59.31761660426628,0.0
2.668517334203621,51.52827901182195,0.0
2.5161219878657235,46.01307250858031,0.0
2.471535657362452,31.356735367190936,0.0
2.429042763057682,56.847335940022106,0.0
1.9307617087271076,69.2223250719174,0.0
2.1136441198058975,34.66278156159882,0.0
2.6862482676222275,49.94776459848458,0.0
2.103526387426843,41.815959165295,0.0
2.5706215476631957,70.44228576863924,0.0
2.021749500829589,48.417905633994394,0.0
2.106456571269435,47.74437038131276,0.0
2.396829717562696,49.29933461417471,0.0
2.093169364818065,62.1890704399201,0.0
1.6023990100285612,46.009797799745115,0.0
2.5563770825887264,43.52172610348191,0.0
2.4887790453753755,41.74431119516635,0.0
1.8230781005828245,63.636957413397965,0.0
1.8839974078110764,46.84113080370918,0.0
1.9280958363100602,26.633630280502132,0.0
2.2611989648900597,62.72536479078218,0.0
2.462202137683546,63.57061589223389,0.0
2.20868426249867,47.816488168133674,0.0
2.098281356633537,41.19829582242869,0.0
2.1805669361966977,32.6693996869771,0.0
2.267211874498006,15.42187859454134,0.0
1.989381297774825,64.13363356197391,0.0
